duration_ms,mouseClickCount,scrollCount,scrollDensity,viewportChanges,tabCount,enterPressed,deviceType_encoded,fieldCount,totalTimeSpent,avgTimePerField,totalFocusCount,avgChangesPerField,avgPastePerField,avgDeletePerField,fieldOrderDeviation,stdTimePerField,maxPasteCount,pasteRatio,deleteRatio,label_target
33518,9,7,0.20884294741841772,2,0,0,1,8,26104,3263.0,8,3.625,0.5,3.25,0,494.8483173083011,1,0.5,1.0,0
41069,10,19,0.46263593887459176,1,0,0,1,8,19986,2498.25,8,3.75,0.375,3.875,0,626.4263153567455,1,0.375,1.0,0
66147,8,20,0.3023568261059721,0,0,0,1,8,22302,2787.75,8,3.375,0.375,2.875,0,954.1784424309742,1,0.375,1.0,0
48066,11,19,0.3952897276058487,2,0,0,0,8,20813,2601.625,8,2.75,0.75,2.5,0,664.2039139343536,1,0.75,1.0,0
37141,11,11,0.29616857484489517,1,0,0,1,8,19100,2387.5,8,2.375,0.625,2.625,0,816.5714035789259,1,0.625,1.0,0
4438,2,0,0.0,1,0,0,0,8,4286,535.75,8,3.25,0.0,0.375,2,234.76842693538305,0,0.0,0.375,1
5350,2,5,0.9345776923781453,0,0,0,1,8,3756,469.5,8,3.25,0.0,0.75,2,185.79866215111147,0,0.0,0.75,1
6191,2,5,0.8076226657685903,1,0,0,0,8,4782,597.75,8,3.25,0.0,0.5,0,213.46445003459343,0,0.0,0.5,1
5003,1,0,0.0,1,0,0,0,8,3935,491.875,8,3.125,0.0,0.5,2,234.96105300362322,0,0.0,0.5,1
3179,2,4,1.2582533556044178,1,0,0,0,8,4247,530.875,8,3.0,0.0,0.75,0,158.68696723873884,0,0.0,0.75,1
6481,2,3,0.46289081485756084,1,0,0,1,8,4298,537.25,8,3.875,0.0,0.5,2,201.27717207870344,0,0.0,0.5,1
4263,3,5,1.1728801949796037,1,0,0,0,8,4000,500.0,8,2.5,0.0,0.375,0,208.01304904122858,0,0.0,0.375,1
4255,4,2,0.47003414798085086,1,0,0,0,8,4093,511.625,8,3.25,0.0,0.375,0,193.34051197674162,0,0.0,0.375,1
6159,1,3,0.4870912695384486,0,0,0,1,8,4047,505.875,8,1.75,0.0,0.75,0,264.02133977605456,0,0.0,0.75,1
6959,3,0,0.0,0,0,0,0,8,4846,605.75,8,3.5,0.0,0.5,2,228.88659075745662,0,0.0,0.5,1
6164,2,0,0.0,1,0,0,1,8,5613,701.625,8,2.75,0.0,0.375,0,98.35930851438806,0,0.0,0.375,1
5892,1,1,0.16972136842944938,1,0,0,0,8,3928,491.0,8,1.875,0.0,0.5,2,158.2493511609357,0,0.0,0.5,1
3552,3,4,1.126122955734922,0,0,0,1,8,3998,499.75,8,2.5,0.0,0.5,2,242.53703693604052,0,0.0,0.5,1
6243,3,3,0.4805374330651401,0,0,0,1,8,4222,527.75,8,3.0,0.0,0.75,2,250.98989734933272,0,0.0,0.75,1
5463,3,2,0.3660985427447506,1,0,0,0,8,4412,551.5,8,3.25,0.0,0.5,2,183.8881647710291,0,0.0,0.5,1
4409,1,3,0.6804248572808863,0,0,0,1,8,4443,555.375,8,2.125,0.0,0.625,0,223.46935711955805,0,0.0,0.625,1
3078,1,5,1.6244261714549335,0,0,0,1,8,4514,564.25,8,3.125,0.0,0.625,2,231.02056185543313,0,0.0,0.625,1
5751,4,4,0.6955300025560728,0,0,0,0,8,4332,541.5,8,3.25,0.0,0.5,2,197.17504913147607,0,0.0,0.5,1
6474,1,0,0.0,1,0,0,0,8,4839,604.875,8,3.125,0.0,0.125,0,247.8648465249906,0,0.0,0.125,1
5032,2,1,0.19872774497665943,0,0,0,0,8,4732,591.5,8,3.0,0.0,0.75,2,211.62905552607174,0,0.0,0.75,1
4613,3,5,1.0838909952503897,1,0,0,1,8,4806,600.75,8,2.75,0.0,0.5,0,217.51042667947144,0,0.0,0.5,1
4167,4,3,0.7199406768882245,0,0,0,1,8,4265,533.125,8,3.0,0.0,0.375,0,252.07109966379386,0,0.0,0.375,1
4068,1,1,0.24582043800285647,1,0,0,1,8,5069,633.625,8,3.375,0.0,0.25,0,230.28177615384902,0,0.0,0.25,1
6731,1,5,0.7428305707464408,1,0,0,1,8,4723,590.375,8,3.25,0.0,0.375,2,203.06433709541415,0,0.0,0.375,1
6125,3,2,0.3265300791345647,1,0,0,1,8,3150,393.75,8,3.0,0.0,0.5,2,172.47587823063427,0,0.0,0.5,1
3617,4,4,1.1058858007027903,0,0,0,0,8,5019,627.375,8,4.0,0.0,0.5,2,208.01300611809282,0,0.0,0.5,1
4867,1,1,0.2054649569242718,0,0,0,0,8,4066,508.25,8,3.375,0.0,0.5,0,251.1150846012356,0,0.0,0.5,1
3527,3,0,0.0,1,0,0,1,8,5025,628.125,8,2.5,0.0,0.5,2,196.51785633153762,0,0.0,0.5,1
5482,4,1,0.18241484419036083,0,0,0,0,8,4902,612.75,8,3.0,0.0,0.875,2,200.99946695025267,0,0.0,0.875,1
3590,1,5,1.3927537806301376,0,0,0,1,8,4157,519.625,8,3.125,0.0,0.75,0,145.6109665218543,0,0.0,0.75,1
5421,1,0,0.0,0,0,0,0,8,3631,453.875,8,3.25,0.0,0.625,2,162.20660326527138,0,0.0,0.625,1
6424,4,4,0.622664036948884,1,0,0,0,8,4030,503.75,8,2.75,0.0,0.375,2,231.7866938125902,0,0.0,0.375,1
6258,4,1,0.1597952064633965,1,0,0,0,8,4672,584.0,8,2.5,0.0,0.0,2,200.8567364352726,0,0.0,0.0,1
6502,2,2,0.30759718917688533,0,0,0,0,8,3963,495.375,8,3.0,0.0,0.5,2,232.81625955737223,0,0.0,0.5,1
3905,3,1,0.2560812904448388,1,0,0,0,8,3966,495.75,8,2.375,0.0,0.5,0,195.48748589834887,0,0.0,0.5,1
4286,1,5,1.1665861722207838,0,0,0,1,8,5575,696.875,8,2.5,0.0,0.5,0,87.8756223306555,0,0.0,0.5,1
6054,1,4,0.6607190936255474,1,0,0,1,8,3832,479.0,8,2.375,0.0,0.625,0,225.8121849173398,0,0.0,0.625,1
5628,2,4,0.7107307911677485,1,0,0,1,8,4428,553.5,8,3.125,0.0,0.5,2,213.11633308728693,0,0.0,0.5,1
4130,3,5,1.2106508216687129,1,0,0,1,8,4238,529.75,8,2.875,0.0,0.375,0,203.65078653701016,0,0.0,0.375,1
4863,4,4,0.822535836858242,0,0,0,0,8,4334,541.75,8,4.25,0.0,0.5,0,154.323176668778,0,0.0,0.5,1
6517,2,0,0.0,1,0,0,0,8,4568,571.0,8,3.375,0.0,0.625,2,233.36911290302075,0,0.0,0.625,1
5617,4,2,0.3560613208806821,0,0,0,0,8,4544,568.0,8,3.375,0.0,0.25,2,283.1884783774126,0,0.0,0.25,1
6807,1,0,0.0,1,0,0,0,8,4549,568.625,8,2.75,0.0,0.625,2,188.6205090348646,0,0.0,0.625,1
5839,4,2,0.34252381825001155,1,0,0,0,8,4674,584.25,8,3.5,0.0,0.375,2,240.65847169796453,0,0.0,0.375,1
3664,1,5,1.3646250965472255,1,0,0,1,8,5145,643.125,8,3.375,0.0,0.5,0,251.33042422845895,0,0.0,0.5,1
3820,1,5,1.308897097128018,0,0,0,1,8,4219,527.375,8,3.25,0.0,0.75,0,210.9732125853219,0,0.0,0.75,1
4841,2,4,0.8262738560754884,1,0,0,0,8,4233,529.125,8,3.75,0.0,0.5,0,192.34451048648543,0,0.0,0.5,1
6038,4,3,0.49685243979390564,0,0,0,1,8,4825,603.125,8,2.75,0.0,0.625,0,189.22808421886762,0,0.0,0.625,1
4033,3,4,0.9918150463301604,0,0,0,0,8,5381,672.625,8,3.5,0.0,0.375,2,254.09499770192812,0,0.0,0.375,1
3918,1,1,0.2552316099244259,0,0,0,1,8,4586,573.25,8,3.875,0.0,0.125,0,205.7340516297679,0,0.0,0.125,1
4246,2,2,0.47103044976342495,0,0,0,0,8,4201,525.125,8,3.375,0.0,0.5,0,172.41845898858975,0,0.0,0.5,1
5577,3,0,0.0,0,0,0,1,8,4384,548.0,8,3.25,0.0,0.5,2,205.67519469854824,0,0.0,0.5,1
6583,1,0,0.0,0,0,0,1,8,4792,599.0,8,2.25,0.0,0.625,0,205.91745919178393,0,0.0,0.625,1
4732,3,1,0.2113266878134239,1,0,0,1,8,3484,435.5,8,3.75,0.0,0.25,2,165.41894864684812,0,0.0,0.25,1
5882,3,2,0.34001982315569,1,0,0,0,8,4923,615.375,8,3.0,0.0,0.875,2,169.9512009792391,0,0.0,0.875,1
6547,1,4,0.6109659218482941,0,0,0,1,8,4802,600.25,8,3.0,0.0,0.375,0,157.9328519158877,0,0.0,0.375,1
3872,4,2,0.516527591612625,0,0,0,0,8,4709,588.625,8,2.875,0.0,0.625,2,192.43175970420566,0,0.0,0.625,1
3962,2,3,0.7571914255642969,1,0,0,1,8,4823,602.875,8,2.5,0.0,0.75,0,209.3196035458013,0,0.0,0.75,1
3839,4,2,0.5209676453043883,1,0,0,1,8,4181,522.625,8,2.375,0.0,0.75,2,149.28490259519594,0,0.0,0.75,1
6391,3,1,0.15646979115976975,0,0,0,1,8,4363,545.375,8,3.25,0.0,0.375,0,222.68487503965906,0,0.0,0.375,1
4549,1,3,0.6594841514966993,1,0,0,1,8,3963,495.375,8,3.125,0.0,0.625,0,206.7282118420913,0,0.0,0.625,1
6525,1,3,0.45976941031507995,0,0,0,0,8,3694,461.75,8,3.375,0.0,0.5,2,210.9073933541178,0,0.0,0.5,1
4758,3,4,0.8406875983867206,0,0,0,0,8,5188,648.5,8,3.25,0.0,0.0,2,164.7057983193063,0,0.0,0.0,1
4498,2,0,0.0,0,0,0,1,8,3834,479.25,8,2.875,0.0,0.125,0,202.67338256416406,0,0.0,0.125,1
5771,3,1,0.1732798938140811,0,0,0,0,8,3857,482.125,8,3.125,0.0,0.125,2,185.88586167707476,0,0.0,0.125,1
5705,1,4,0.7011381224572788,1,0,0,0,8,4275,534.375,8,1.875,0.0,0.375,2,254.86015072696523,0,0.0,0.375,1
4724,2,5,1.0584228229830166,0,0,0,1,8,3917,489.625,8,2.75,0.0,0.625,2,232.8260770250127,0,0.0,0.625,1
3110,3,2,0.6430847489236369,0,0,0,1,8,5226,653.25,8,2.875,0.0,0.0,0,151.7401444198978,0,0.0,0.0,1
6724,1,0,0.0,1,0,0,1,8,5070,633.75,8,3.375,0.0,0.625,2,220.07839512319242,0,0.0,0.625,1
6343,3,5,0.7882692917085107,0,0,0,1,8,5275,659.375,8,2.5,0.0,0.75,0,174.24689995192782,0,0.0,0.75,1
4818,2,3,0.622663713856966,0,0,0,0,8,4704,588.0,8,3.25,0.0,0.5,2,217.0628612045039,0,0.0,0.5,1
6948,4,1,0.14392610258189034,1,0,0,0,8,3833,479.125,8,2.25,0.0,0.25,0,260.22047657433,0,0.0,0.25,1
4715,3,1,0.2120886275956997,1,0,0,1,8,3912,489.0,8,2.375,0.0,0.25,2,166.2785958221064,0,0.0,0.25,1
4966,2,0,0.0,0,0,0,1,8,4251,531.375,8,3.25,0.0,0.125,0,240.4632062737012,0,0.0,0.125,1
3882,2,0,0.0,0,0,0,0,8,3734,466.75,8,2.875,0.0,0.625,2,199.5256875692952,0,0.0,0.625,1
3315,2,5,1.5082910760450194,1,0,0,0,8,4518,564.75,8,3.625,0.0,0.5,0,222.91686470841228,0,0.0,0.5,1
6731,1,3,0.4456983424478645,0,0,0,0,8,4601,575.125,8,2.75,0.0,0.75,0,196.8497886351781,0,0.0,0.75,1
3599,4,4,1.1114167507175583,0,0,0,1,8,3875,484.375,8,3.375,0.0,0.625,2,183.93394582994034,0,0.0,0.625,1
6485,1,3,0.4626053005315335,1,0,0,0,8,4798,599.75,8,2.5,0.0,0.5,0,189.7778776811008,0,0.0,0.5,1
4269,4,3,0.7027390425414792,0,0,0,0,8,4424,553.0,8,3.0,0.0,0.625,2,264.9938004665662,0,0.0,0.625,1
3719,2,1,0.268888763407466,1,0,0,1,8,4494,561.75,8,3.25,0.0,0.5,2,193.25242559926642,0,0.0,0.5,1
4112,2,0,0.0,1,0,0,1,8,4077,509.625,8,2.875,0.0,0.25,0,219.7862191832262,0,0.0,0.25,1
4259,1,1,0.23479634938635974,0,0,0,1,8,3780,472.5,8,3.125,0.0,0.5,0,259.9945054364474,0,0.0,0.5,1
3884,1,2,0.5149317329255074,0,0,0,1,8,4689,586.125,8,2.375,0.0,0.75,2,239.95382740376172,0,0.0,0.75,1
3409,1,1,0.29334029527634126,0,0,0,0,8,4466,558.25,8,4.25,0.0,0.625,2,274.0374062057952,0,0.0,0.625,1
6218,2,2,0.32164631449611697,1,0,0,0,8,4995,624.375,8,4.0,0.0,0.625,2,228.4143712641567,0,0.0,0.625,1
4254,2,0,0.0,0,0,0,1,8,4758,594.75,8,2.5,0.0,0.625,0,157.32019214691692,0,0.0,0.625,1
6988,2,3,0.429306769738452,1,0,0,1,8,4810,601.25,8,2.375,0.0,0.375,0,180.99782950553384,0,0.0,0.375,1
5231,1,5,0.9558383562638956,1,0,0,0,8,4489,561.125,8,2.875,0.0,1.0,0,215.44202899421194,0,0.0,1.0,1
5980,3,0,0.0,1,0,0,0,8,4833,604.125,8,3.375,0.0,0.25,2,187.9083648255941,0,0.0,0.25,1
5129,4,4,0.7798775982109609,0,0,0,1,8,5600,700.0,8,3.875,0.0,0.625,2,135.1401389034995,0,0.0,0.625,1
6076,4,0,0.0,1,0,0,1,8,4239,529.875,8,3.5,0.0,0.625,0,200.4220101257772,0,0.0,0.625,1
3873,2,3,0.7745913385196526,1,0,0,1,8,4099,512.375,8,2.5,0.0,0.75,0,186.77024655977726,0,0.0,0.75,1
5041,4,4,0.7934917804170196,0,0,0,1,8,2956,369.5,8,3.375,0.0,0.625,0,191.93451264130988,0,0.0,0.625,1
5577,3,3,0.5379226503090366,0,0,0,1,8,4216,527.0,8,3.125,0.0,0.625,0,280.71999267190483,0,0.0,0.625,1
6284,2,5,0.7956702806010812,0,0,0,0,8,4561,570.125,8,2.625,0.0,0.625,0,150.25924026732693,0,0.0,0.625,1
3897,2,3,0.7698209653041691,1,0,0,0,8,4908,613.5,8,3.0,0.0,0.625,0,226.30194746968357,0,0.0,0.625,1
3574,1,2,0.5595955243549963,0,0,0,0,8,5173,646.625,8,4.375,0.0,0.875,2,186.62409697418116,0,0.0,0.875,1
4531,2,1,0.2207013447332935,1,0,0,1,8,5381,672.625,8,2.75,0.0,0.5,0,118.06528157881856,0,0.0,0.5,1
5153,2,0,0.0,0,0,0,1,8,4438,554.75,8,3.625,0.0,0.625,0,235.97563433541185,0,0.0,0.625,1
11315,7,9,0.7954036275708108,1,0,0,1,8,11871,1483.875,8,2.25,3.375,2.5,2,520.491920480726,8,0.5,1.0,1
15236,9,16,1.0501437056027136,0,0,0,0,8,15255,1906.875,8,3.5,3.375,3.375,0,342.96248753638184,8,0.5,1.0,1
14023,9,20,1.4262273220941868,0,0,0,1,8,10325,1290.625,8,3.875,5.25,2.5,0,376.7245820414241,10,0.625,1.0,1
18488,3,5,0.27044554822287525,1,0,0,1,8,11492,1436.5,8,2.875,2.625,2.5,0,487.7226963874334,8,0.375,1.0,1
18496,9,25,1.351642867840145,1,0,0,1,8,12804,1600.5,8,3.0,5.625,3.25,0,548.1128663749048,9,0.75,1.0,1
13207,3,15,1.13576047871547,1,0,0,1,8,12469,1558.625,8,2.75,6.625,3.5,0,462.3906627517472,10,0.75,1.0,1
13427,6,14,1.0426744301225663,1,0,0,1,8,13703,1712.875,8,2.75,6.125,3.375,0,492.00825704453376,10,0.75,1.0,1
11494,6,22,1.914040443674575,1,0,0,1,8,14079,1759.875,8,3.625,4.75,3.0,2,366.18786649946304,10,0.625,1.0,1
12482,4,21,1.6824213407936703,1,0,0,0,8,13596,1699.5,8,3.25,6.375,2.375,2,487.69955622581523,10,0.75,1.0,1
13510,4,7,0.5181343315067864,0,0,0,1,8,14526,1815.75,8,2.0,4.875,3.0,2,327.29355543391233,10,0.625,1.0,1
19660,3,8,0.4069173922088544,1,0,0,0,8,13059,1632.375,8,3.75,3.5,2.75,0,493.80416520259183,9,0.5,1.0,1
12420,10,25,2.012880826988062,1,0,0,0,8,14193,1774.125,8,2.0,5.0,3.375,0,374.25790859093036,10,0.625,1.0,1
19791,3,21,1.0610878373564563,1,0,0,1,8,12407,1550.875,8,3.25,4.75,3.5,0,518.0086699495068,10,0.625,1.0,1
18490,6,19,1.0275819212645099,1,0,0,1,8,14374,1796.75,8,2.625,3.0,3.25,0,517.101192086368,9,0.375,1.0,1
15671,9,24,1.5314903123665928,0,0,0,0,8,13327,1665.875,8,2.375,6.375,2.75,0,568.9585567382868,10,0.75,1.0,1
18235,7,10,0.548395641132086,0,0,0,1,8,14371,1796.375,8,2.5,5.125,2.875,0,523.3348934614295,10,0.625,1.0,1
10721,9,6,0.5596487644354403,0,0,0,0,8,13189,1648.625,8,3.375,3.125,3.0,2,694.5113261444029,10,0.375,1.0,1
13248,10,15,1.1322455221576675,0,0,0,1,8,13248,1656.0,8,2.75,2.625,1.75,0,576.2744881688636,8,0.375,1.0,1
15318,6,8,0.5222610508806301,0,0,0,0,8,12055,1506.875,8,3.25,4.75,3.0,0,319.88856876820626,9,0.625,1.0,1
11268,3,16,1.4199490415787703,1,0,0,0,8,10465,1308.125,8,2.75,4.125,3.75,0,473.79665243344937,10,0.5,1.0,1
18401,6,25,1.358621075690954,1,0,0,0,8,15328,1916.0,8,2.625,4.125,3.125,0,438.47234804489096,9,0.5,1.0,1
17902,6,13,0.7261754406348784,1,0,0,0,8,14408,1801.0,8,2.375,5.25,2.75,0,670.765021662366,10,0.625,1.0,1
14324,5,7,0.48868996880063614,0,0,0,0,8,13469,1683.625,8,2.5,3.125,2.25,0,403.8241970744907,9,0.375,1.0,1
10234,10,14,1.3679877193788164,0,0,0,0,8,14958,1869.75,8,2.75,6.375,3.75,0,370.7007842297766,9,0.75,1.0,1
10892,6,12,1.101725025959396,1,0,0,0,8,11522,1440.25,8,2.875,3.75,2.0,0,418.2168781181089,10,0.5,1.0,1
10230,6,21,2.052783917122271,0,0,0,1,8,14663,1832.875,8,2.75,6.5,2.75,0,447.376619064647,10,0.75,1.0,1
10941,4,7,0.6397946807470243,1,0,0,0,8,10295,1286.875,8,3.125,3.375,3.25,0,508.03949157521214,10,0.375,1.0,1
17167,8,8,0.4660100972737826,0,0,0,0,8,11426,1428.25,8,3.125,3.375,3.5,0,493.429326246424,8,0.5,1.0,1
11132,3,6,0.5389862208172649,1,0,0,1,8,15589,1948.625,8,3.5,4.625,3.125,0,497.6249125309429,10,0.5,1.0,1
19083,8,21,1.1004553264919947,1,0,0,1,8,11324,1415.5,8,2.25,2.875,2.75,0,521.4383952107861,9,0.375,1.0,1
16061,9,15,0.9339387747096851,1,0,0,0,8,13162,1645.25,8,1.875,2.75,3.125,2,578.6108364004256,10,0.375,1.0,1
16342,3,13,0.7954957805068044,0,0,0,0,8,13327,1665.875,8,4.0,4.875,2.375,0,535.9316154404138,10,0.625,1.0,1
18335,5,24,1.308971197725008,0,0,0,1,8,14432,1804.0,8,3.375,6.0,2.875,0,561.5285261803587,10,0.75,1.0,1
17493,3,12,0.6859882890365924,0,0,0,1,8,14483,1810.375,8,2.625,4.75,3.25,0,611.6270893514867,10,0.5,1.0,1
13628,6,6,0.44026970922387054,1,0,0,0,8,11795,1474.375,8,3.125,3.125,2.625,0,472.1543142115419,9,0.375,1.0,1
17317,4,23,1.3281738591130916,0,0,0,0,8,12527,1565.875,8,3.125,3.25,2.25,0,422.17343677010956,10,0.375,1.0,1
14897,8,7,0.4698929516728525,1,0,0,1,8,14212,1776.5,8,2.25,2.5,2.375,0,370.85191499727057,7,0.375,1.0,1
18063,10,23,1.2733204488067051,1,0,0,1,8,12987,1623.375,8,3.25,3.375,2.125,2,473.1967085684346,10,0.375,1.0,1
17216,6,20,1.1617093623900079,0,0,0,1,8,12723,1590.375,8,2.25,4.25,3.25,2,605.6149029823208,9,0.5,1.0,1
15548,10,17,1.0933875139004927,0,0,0,1,8,14574,1821.75,8,3.25,6.0,3.375,0,534.0967675832322,10,0.75,1.0,1
13634,7,11,0.8068059213686949,0,0,0,0,8,12159,1519.875,8,3.25,4.5,1.625,0,499.22094664730224,10,0.625,1.0,1
14354,7,25,1.7416735811107837,0,0,0,1,8,13256,1657.0,8,3.0,5.875,3.0,0,497.4156066251698,9,0.75,1.0,1
18751,8,21,1.1199396725829702,0,0,0,0,8,13042,1630.25,8,3.625,4.75,2.875,0,449.8764116002146,10,0.625,1.0,1
15590,7,6,0.38486184421947134,0,0,0,0,8,11622,1452.75,8,2.375,3.0,2.625,0,359.46060781597276,10,0.375,1.0,1
16327,7,16,0.9799712255948884,1,0,0,0,8,13112,1639.0,8,3.125,5.875,3.625,2,433.1103455570779,10,0.75,1.0,1
17436,6,10,0.5735257091502013,1,0,0,0,8,13496,1687.0,8,3.25,6.5,3.875,2,455.216432040848,10,0.75,1.0,1
17938,3,22,1.2264459658568594,1,0,0,1,8,11352,1419.0,8,2.875,4.625,3.375,2,476.19923801463005,9,0.625,1.0,1
12427,3,13,1.0461084363817201,0,0,0,0,8,13340,1667.5,8,3.375,5.625,3.5,0,430.35965025944125,10,0.625,1.0,1
15953,5,5,0.31342047676269247,1,0,0,0,8,13504,1688.0,8,3.125,4.375,3.0,2,586.744042516472,10,0.5,1.0,1
12071,7,20,1.656862184688771,1,0,0,0,8,14877,1859.625,8,2.75,4.625,2.375,0,470.3934333543116,10,0.625,1.0,1
13141,9,13,0.9892694701548815,0,0,0,0,8,10988,1373.5,8,3.25,3.75,2.75,2,599.4661911114874,10,0.375,1.0,1
13185,3,16,1.2134992692459088,1,0,0,0,8,12323,1540.375,8,2.25,4.5,3.125,2,463.1047204929541,10,0.5,1.0,1
13059,6,22,1.6846606289450734,1,0,0,1,8,12444,1555.5,8,2.375,4.125,2.625,2,530.2465733707561,10,0.5,1.0,1
12865,8,17,1.3214136638836658,1,0,0,0,8,12600,1575.0,8,3.25,5.125,2.875,0,476.51742585435125,10,0.625,1.0,1
15850,5,14,0.8832801998232178,1,0,0,0,8,12846,1605.75,8,3.5,2.875,3.125,0,585.9297251865131,9,0.375,1.0,1
17693,5,23,1.2999483977005608,1,0,0,1,8,13142,1642.75,8,3.0,3.875,2.5,0,501.04711782996446,9,0.5,1.0,1
16292,6,6,0.36827868384563966,0,0,0,1,8,12063,1507.875,8,2.5,2.875,3.375,2,445.378310300035,10,0.375,1.0,1
17752,3,23,1.2956279317102684,0,0,0,0,8,11253,1406.625,8,2.5,3.25,2.5,0,353.68183341205736,10,0.375,1.0,1
15435,7,11,0.7126655570679903,0,0,0,1,8,12814,1601.75,8,3.375,2.75,3.5,2,636.908773463112,8,0.375,1.0,1
14903,8,7,0.46970377125157936,1,0,0,1,8,9534,1191.75,8,3.25,3.375,2.875,0,78.42694507811527,8,0.5,1.0,1
19777,7,10,0.5056376064936003,0,0,0,0,8,14585,1823.125,8,3.875,5.625,3.0,0,384.23260719071124,10,0.625,1.0,1
17597,4,15,0.8524175413891337,0,0,0,1,8,14582,1822.75,8,2.25,3.5,3.875,2,498.03750575921197,10,0.375,1.0,1
16973,9,13,0.7659218959984117,1,0,0,0,8,15845,1980.625,8,2.5,3.125,2.75,0,447.75086743155987,9,0.375,1.0,1
18112,6,15,0.8281797547594111,0,0,0,0,8,15584,1948.0,8,2.875,3.875,3.0,0,477.6965564037488,9,0.5,1.0,1
12702,6,18,1.4170985536934706,0,0,0,0,8,12793,1599.125,8,2.5,5.125,2.375,0,566.9437960302087,10,0.625,1.0,1
10321,8,6,0.581338454279184,0,0,0,1,8,14372,1796.5,8,3.375,4.375,3.5,2,504.1833566698301,10,0.5,1.0,1
15085,5,22,1.458401419687491,1,0,0,0,8,13247,1655.875,8,3.25,4.0,3.625,0,543.0378670037661,10,0.5,1.0,1
12319,6,18,1.4611563753905548,0,0,0,0,8,14932,1866.5,8,3.5,2.75,3.625,2,418.1930517971677,8,0.375,1.0,1
19243,4,24,1.2472061283551794,0,0,0,0,8,14595,1824.375,8,2.5,6.625,3.875,2,434.49410237654547,10,0.75,1.0,1
15636,4,7,0.4476845435632236,1,0,0,0,8,11918,1489.75,8,1.875,4.0,2.75,0,559.145968675188,9,0.5,1.0,1
14664,9,18,1.227495071266318,1,0,0,1,8,13979,1747.375,8,2.75,2.875,3.0,0,383.84295058563436,8,0.375,1.0,1
11585,8,21,1.812687257067538,0,0,0,0,8,12772,1596.5,8,3.375,2.625,3.0,2,579.2179456572703,8,0.375,1.0,1
15452,9,16,1.0354639946518285,0,0,0,1,8,12149,1518.625,8,2.625,3.75,2.375,2,544.2643626295694,9,0.5,1.0,1
11749,10,12,1.021362650980806,0,0,0,1,8,14574,1821.75,8,3.75,6.125,3.375,0,505.39199778842107,9,0.75,1.0,1
11483,6,19,1.6546184319268205,1,0,0,1,8,11173,1396.625,8,3.25,4.125,2.875,0,393.7511677987217,10,0.5,1.0,1
14665,5,19,1.2956008894641056,1,0,0,0,8,12260,1532.5,8,4.125,3.0,3.75,0,305.3218442421514,10,0.375,1.0,1
13012,10,6,0.4611124645615858,1,0,0,0,8,13145,1643.125,8,2.125,6.5,3.25,0,671.4396978561388,10,0.75,1.0,1
18587,5,7,0.37660710356318744,1,0,0,1,8,12155,1519.375,8,2.875,6.625,3.125,2,467.3994735310929,10,0.75,1.0,1
12218,7,23,1.8824669483819378,0,0,0,0,8,13887,1735.875,8,2.25,3.5,2.75,2,657.5700804585666,9,0.5,1.0,1
16123,7,16,0.9923705313089801,0,0,0,0,8,12668,1583.5,8,2.875,5.375,3.875,0,399.8092402276723,10,0.625,1.0,1
14813,6,14,0.9451151386517662,0,0,0,1,8,13400,1675.0,8,2.625,5.375,3.125,0,635.4665327817935,9,0.75,1.0,1
16365,9,13,0.7943777608446314,1,0,0,0,8,12875,1609.375,8,3.125,3.875,3.125,0,525.8391762561195,9,0.5,1.0,1
15053,10,13,0.8636146524847854,1,0,0,0,8,13249,1656.125,8,2.875,3.375,2.125,0,543.1365094128205,10,0.375,1.0,1
19593,6,11,0.5614247121805175,0,0,0,1,8,14630,1828.75,8,3.125,3.5,2.625,0,556.4596635362324,10,0.5,1.0,1
15056,7,15,0.9962798908874264,0,0,0,0,8,12464,1558.0,8,2.875,5.625,2.5,0,578.3325785640745,10,0.75,1.0,1
19112,7,15,0.7848468057519854,0,0,0,1,8,12737,1592.125,8,2.75,3.125,2.875,0,469.0465823653035,10,0.375,1.0,1
13204,6,15,1.1360185277048411,1,0,0,0,8,13506,1688.25,8,3.0,3.125,3.875,0,479.90229660391736,9,0.375,1.0,1
13628,10,10,0.7337828487064509,0,0,0,0,8,14220,1777.5,8,3.375,6.125,3.0,2,666.813102964927,10,0.75,1.0,1
17351,10,10,0.5763353257245544,1,0,0,0,8,13357,1669.625,8,2.625,2.625,3.0,2,554.476313419119,8,0.375,1.0,1
16631,7,19,1.1424441450038212,0,0,0,1,8,9122,1140.25,8,3.375,3.5,2.875,2,252.93632739147165,9,0.5,1.0,1
11714,6,15,1.280517943897948,0,0,0,1,8,14238,1779.75,8,2.625,3.0,2.5,0,534.9776363817197,9,0.375,1.0,1
11675,8,18,1.5417545680903058,0,0,0,0,8,11214,1401.75,8,3.0,6.0,2.5,2,514.5202342265767,10,0.625,1.0,1
14800,8,14,0.9459453067937116,0,0,0,0,8,14264,1783.0,8,2.375,3.5,3.5,2,563.1008536919221,10,0.375,1.0,1
18786,7,23,1.2243153282682167,1,0,0,1,8,15650,1956.25,8,1.625,5.25,3.0,0,247.51089442112007,9,0.75,1.0,1
19119,7,14,0.7322554881241236,1,0,0,0,8,11443,1430.375,8,2.875,2.875,2.875,0,607.1554137357018,8,0.375,1.0,1
11000,4,7,0.6363630578517656,1,0,0,1,8,11522,1440.25,8,2.25,5.0,2.875,0,264.0025703338078,9,0.625,1.0,1
